Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Turning Point                  ,N/A,N/A,Mookherjee Nagar,"81, Dhirpur, Main Road Opposite Nirankari Colony, Mukherjee Nagar, Delhi",Delhi,110009,India,,Basic Computer,"
	Turning Point is a well reputed training provider in mainly computer courses. We are very patient, friendly, approachable and animated and understand that everyone has different learning styles which we adapt to ensure an efficient and enjoyable tutoring session. All our theoretical classes are accompanied with practical sessions so that the students get a detailed idea about the concept been taught to them."
Angel Computer                  ,N/A,N/A,Lodhi Colony,"Angel Computer Education, 1568/3, Wazir Nagar, 
Kotla Mubarak Pur, New Delhi",Delhi,110003,India,,Basic Computer,"
	Angel Computer Education is a well reputed educational institute which is solely committed to student satisfaction. In the past several years, we have been successfully able to created a very friendly learning environment with the latest computer hardware and software technologies and quality training service. Thousands of corporations have sent their employees to Computer Institute for customized and individual training using our state-of-the-art training facilities. We provide various courses in computer applications and certifications. We offer instructor-led classes are available for many courses."
Alma Computers                  ,N/A,N/A,Dilshad Garden,"207, Chetak Complex, Pocket B & E Market, Dilshad Garden, Delhi",Delhi,110095,India,,"Basic Computer, MS Office","
	Alma Computers is a government approved institute offering a wide range of computer courses to students of all age groups. Our primary focus is on quality and so we help students on a step-by-step manner, focusing our attention on the needs of the individual student. Our lessons incorporate activities that develop various learning styles to maximize the learning process."
Delhi Academy Of Music And Dance                  ,N/A,N/A,Hauz Khas,"E-281, G K-2, 124- A, Main Road Katwaria Sarai Main Road, Hauz Khas	, Delhi",Delhi,110016,India,,"Basic Computer, Bharat Natyam, Creative dance, Kathak, Odissi, Drums, Flute, Guitar, Keyboard, Singing, Sitar","

		The course fee is affordable.

		Experienced and skilled trainers. 

		The study environment is good. 

		Unique training methodologies.
"
O Beautiful Earth                  ,N/A,N/A,Shahpur Jat,"118/ B-3, Dda Market Shahpur Jat Opposite Khel Gaon, Delhi",Delhi,110049,India,,Basic Computer,"
	At O Beautiful Earth we offer courses in Art and Craft classes, Computers, acrylic painting, canvas painting, card making, cartooning, clay craft, clay modelling, cutting & pasting, fabric craft, fabric painting, fine art, oil painting, origami and a lot more. We present information in variety of ways emphasizing relevance of class material to the outside world beyond the classroom. We are always ready to provide the extra support needed by the students that will allow students to perform at their optimum level."
Cats Computer Academy                  ,N/A,N/A,Madingir,"No-59, Madangir Village Mkt, Delhi",Delhi,110062,India,,Basic Computer,"
	Cats Computer Academy is a well reputed computer training institute offering various Computer courses specially designed for children between the age group of 14 to 17 years. We always implement a wide range of learning materials to appeal the interests of the students, maximize their participation as well as learning potential. We make sure that our students have a comfortable, quiet, and accommodating space conducive to learning."
Superior Education Centre                  ,N/A,N/A,Geeta Colony,"No 12/73, Geeta Colony, Delhi",Delhi,110031,India,,Basic Computer,"
	Superior Education Centre is a Computer training institute offering a wide rang of basic computer course particularly designed according to the present curriculum and market demand. We ensure developed lessons plans and personalized teaching techniques to maximize students learning. Based on the student’s specific developmental needs, we create a comprehensive, customized learning plan. We provide a personalized tutoring plan to help build skills and confidence."
Lingua Franca                  ,N/A,N/A,Khanpur,"30/933 Shop No.01, DDA Flats, Madangir, Khanpur, Delhi",Delhi,110062,India,,Basic Computer,"
	Lingua Franca offers training program in Computers, Musical Instrument classes, Singing classes, basic programming, e-learning, guitar, internet, ms-office and many more. Our tutoring method usually relies on the student pushing themselves while we make sure they maintain their goals they set themselves with our guidance. Our trainers are extremely patient, very enthusiastic, and always try to add a positive and humorous spin to every lesson."
World Wide Computer                  ,N/A,N/A,Najafgarh,"Plot No - 61, Gali No 9, Near Tata Tower, Nangloi, Delhi",Delhi,110041,India,,Basic Computer,"
	World Wide Computer is a well known name in educational sector. We are known for our quality training in various computer courses. We enjoy working in both traditional and non-traditional settings. We believe that different students learn in different ways so we incorporate that in our tutoring methods. We provide a safe and orderly environment, both physically and emotionally, so students can achieve their potential."
Education Hub Kingsway Camp                  ,N/A,N/A,Kingsway Camp,"1444/1, Kignsway Camp Opp Bbm Bus Depot, Delhi",Delhi,110009,India,,Basic Computer,"
	Education Hub Kingsway Camp is committed to impart quality training services in a wide range of Computer courses. Our goal is to always to keep students focused on understanding. We offer our students with engaging, helpful work and support and constantly strive to improve their academic performance through a variety of effective assessments and activities."
Home Guru                  ,N/A,N/A,Laxmi Nagar,"D-60, Top Floor, Main Vikas Marg, Laxmi Nagar, Delhi",Delhi,110092,India,,Basic Computer,"
	Home Guru has grown as a pioneer in the field of providing Computer training programs. With our wide range of course programs, dedicated approach and experienced team of trainers, we have been able to meet our objective which is to impart quality education. We as well our trainers are extremely patient and encouraging and always try to make every session as comfortable and enjoyable as possible while making sure your knowledge and mastery of the subject improves."
I Trade Computer Education                  ,N/A,N/A,Uttam Nagar,"B-51, Mansa Ram Park Near Master Place, Uttam Nagar, Delhi",Delhi,110059,India,,Basic Computer,"
	I Trade Computer Education provides training service in several Computer courses. We work with the prime objective to help students gain mastery of the targeted subjective matter and to gain confidence in themselves and their abilities. We make sure that all each and individual student is taken care of and try to train them in manner that surely helps them in the long run."
Bugs Information Tech                  ,N/A,N/A,Rohini,"Plot No-14, Sec-7 Near Ayodhya Chowk, Rohini, Delhi",Delhi,110085,India,,Basic Computer,"
	We, at Bugs Information Tech are involved in providing world class training service in several computer courses. Our lesson plans are built individually and around students academic ability and cater to the demand of their specific requirements. Our prime aim always will be to build confidence in our students."
Thomas Kids International                  ,N/A,N/A,Jor Bagh,"J- 39, Jor Bagh Lane, Jor Bagh, Delhi",Delhi,110003,India,,"Basic Computer, Western Dance, Arts & Crafts","
	Thomas Kids International is well recognized training provider offering courses in Art and Craft classes, Indian Dance classes, Western Dance classes and Computers. We work with the aim of making learning fun. The ultimate aim of our training strategy is to make the most of our student’s limited time and resources."
A T S Infotech                  ,N/A,N/A,Lajpat Nagar,"L-96, Part-2, Jal Vihar Rd, Near Metro Station Lajpat Nagar, Delhi",Delhi,110024,India,,Basic Computer,"

		Tailor made courses. 

		Result oriented Teaching. 

		Application of modern technology in teaching.

		Effective study material.
"
Adhyaya Coaching                  ,N/A,N/A,Patpar Ganj,"B1/ A, 2nd Floor, Joshi Colony, Patparganj, Delhi",Delhi,110092,India,,Basic Computer,"
	Adhyaya Coaching offer classes in a wide range of computer courses such as basic computers, basic programming, internet and also ms office. Our classes are most intensively designed for students of all age groups. We are assisted by our extremely talented team of trainers who are highly experienced and committed to provide the best possible learning experience for the students."
Enlighten Dkts                  ,N/A,N/A,Janak Puri,"B-54, Mahatta Tower, B Block Community Centre, Behind B Block Post Office, Janakpuri, Delhi",Delhi,110058,India,,"Western Dance, Aero Modelling, Arts & Crafts","
	Enlighten DKTS is a multi-activity center with an aim of overall development of an individual.is a multi-activity center with an aim of overall development of an individual. With our state of the art modern facilities, the activities at Enlighten DKTS focus on Developing Knowledge Talent and Soul. All our trainers are highly experienced and committed to provide the best possible learning experience for the students. Our programs are designed in a customized manner and tailored according to the learning pattern and requirements of the students."
Sai Education Network                  ,N/A,N/A,Shakarpur,"U-103, Shakarpur, Delhi",Delhi,110092,India,,"Basic Computer, MS Office","

		Expert and trained faculties.

		Affordable fees.

		Structured practices and feedback.

		Simple language based, informative notes.
"
Abhigyan Coaching                  ,N/A,N/A,Saket,"12/21, Saket Block, Fazalpur, Mandawali, Delhi",Delhi,110092,India,,Basic Computer,"
	Abhigyan Coaching is a well reputed educational institute offering Computer training programs and courses for children. Our classes are designed in the most structured manner where actually the students are benefited and get a quality training experience in return to the money paid by them. We make sure that all each and individual student is taken care of and try to train them in manner that surely helps them in the long run. We always keep on encouraging all students to be actively engaged in their own learning. We also ensure that all lessons are planned with clear aims and objectives."
E Learn Twenty Four Into Seven Institute                  ,N/A,N/A,Sakarpur,"Wz-505/1, Shri Nagar, Shakurpur, Delhi",Delhi,110034,India,,"Basic Computer, MS Office","
	E Learn Twenty Four Into Seven Institute specializes in providing highly structured training programs in Basic Computer Courses for children. We at E Learn Twenty Four Into Seven Institute, provide our students with the tools to do so by identifying their specific challenges and offering new ways of understanding. Our aim is to empower our students to reach farther than they thought they could."
Aptech N Power                  ,N/A,N/A,Malviya Nagar,"Jc-45, Khirki Extn., Near Apeejay School, Malviya Nagar, Delhi",Delhi,110017,India,,"Basic Computer, Hardware Training, Networking","
	Aptech N Power offers various courses and program in Basic Computer training, Hardware and Networking. The classes are designed in the most customized manner keeping in mind the growing demand and advance of technology in the present times. We are committed towards quality and we consider each student as a whole. We aim to be an extra support-system, coach and mentor so that our students succeed in their education."
Abha Institute                  ,N/A,N/A,Paschim Vihar,"A 1/236, 2nd Floor, Paschim Vihar, Delhi",Delhi,110063,India,,"Handwriting, Language, Speech & Drama, Basic Computer","
	Abha Institute offers a wide range of training programs for children between the age group of 4 to 15 years. The programs that are mianly conducted by us include classes in Handwriting, Speech and Drama, Basic Computer, English Speaking and many more. The classes are designed in the most fun and interactive ensuring maximum engagement of the students in the learning process. The trainers are well experienced and hold the ability to recognize the needs of individual students and group at large. We provide a safe and orderly environment, both physically and emotionally, so students can achieve their potential."
Computer Training Center                  ,N/A,N/A,Rohini,"A-13, Kanjhawala, Hanuman Mandir, Rohini, Delhi",Delhi,110086,India,,"Basic Computer, MS Office","
	Computer Training Center based in Delhi is a well reputed computer training institute offering comprehensive Computer courses for students at school level. Our programs are designed in a customized manner and tailored according to the learning pattern and requirements of the students. All our trainers are highly experienced and committed to provide the best possible learning experience for the students."
Skm Classes Pvt. Ltd.                  ,N/A,N/A,Model Town,"F-14/11 ; FF Model Town-2
Delhi -110009.",Delhi,110009,India,,IIT JEE,"
	SKM Classes Pvt. Ltd. has been setup by academicians who are extremely passionate about education and believe in more than just teaching. We are dedicate to improve the quality of education currently being imparted to student who are about to choose their future careers. We believe in mentor ship and in facilitating our student in taking important career discussion."
Suntech Solutions                  ,N/A,N/A,Rohini,"8 B/10, Sec-15, Basement Of Sunrize Guest House, Rohini, Delhi",Delhi,110089,India,,"Basic Computer, MS Office","
	Suntech Solutions is a premier educational organization offering various Computer courses for students of all age groups. At Suntech Solutions, our prime aim is to empower my students to reach farther than they thought they could. We provide them with the tools to do so by identifying their specific challenges and offering new ways of understanding."
Speechify                  ,N/A,N/A,Uttam Nagar,"K - 1/8, Main Rajapuri Market, Opposite Dwarka Sector -5
Uttam Nagar",Delhi,110059,India,https://www.myprivatetutor.com/userfiles/centers/center145983036315763.jpg,Spoken English,"K - 1/8, Main Rajapuri Market, Opposite Dwarka Sector -5
Uttam Nagar"
Study Guru                  ,N/A,N/A,Vishnu Garden,"W Z- 12 A/1, Plot No 57 2nd Floor, Vishnu Park Near Hari Mandir, Chand Nagar, Delhi",Delhi,110018,India,,"Basic Computer, MS Office","
	Study Guru is a well reputed educational institute offering a wide range of training program in Computer Science for children as well as adults. We along with the assistance of our most talented faculty members are involved in creating, stimulating and enriching learning environments to provide students with solid educational foundation."
Click Career Coaching                  ,N/A,N/A,Dilshad Garden,"18- A, Pocket- I, Dilshad Garden, Delhi",Delhi,110095,India,,MS Office,"
	Click Career Coaching is a well reputed educational institute offering Computer Science courses for students between the age group of 6 to 60 years. We use a very innovative and interesting teaching styles and try to create anticipation in students to keep them engaged. We often use friendly team competition to help to motivate students. We strive to engage our students in different learning activities to make learning fun while ensuring rigor."
Bonds Computer Education                  ,N/A,N/A,Kalkaji,"1 Krishna Market, Kalkaji, Delhi",Delhi,110019,India,,"Basic Computer, Java and J2EE","
	Bonds Computer Education is a fast growing educational institute offering a wide range of Computer courses for children. We are unique than the other similar institutes as our teaching style usually varies according to the students’ learning preference. We understand how to work with and for the individual, adapting myself to his or her needs and abilities."
The Crest Academy                  ,N/A,N/A,Anand Vihar,A-23 Anand Vihar,Delhi,110092,India,,"Accountancy, Business Studies, Costing, Economics, Mathematics","
	The Crest Academy has been setup by academicians who are extremely passionate about education and believe in more than just teaching. We are dedicate to improve the quality of education currently being imparted to student who are about to choose their future careers."
Concept Coaching Centre                  ,N/A,N/A,Tagore Garden,"E 273, 2nd Floor, Tagore Garden Opposite Central School, Delhi",Delhi,110027,India,,Basic Computer,"
	Concept Coaching Centre is a rapidly growing computer training institute offering intensive coaching service in Computer Science for students within the age group of 5 to 13 years. We use a variety of improvisation-based approaches to help students. We provide personalized, rigorous schedules each uniquely developed for every student."
Computer Vision                  ,N/A,N/A,Mayur Vihar,"M-35 Nr Kaundli Pull, Mayur Vihar, Delhi",Delhi,110091,India,,Basic Computer,"
	Computer Vision provides quality training service in Computer Science for students between the age group of 14 to 17 years. We generally conduct classes as group sessions but we also arrange private training classes based on the requirement of the students. The batch size is kept small so that each student can receive the maximum attention. We understand the importance of nurturing the education of young minds, and through consistent effort, encouraging and empowering children to seek knowledge."
Learn Computers                  ,N/A,N/A,Green Park,"E-12, Green Park Near Green Avenue Sweets, Delhi",Delhi,110016,India,,Basic Computer,"
	Learn Computers is a well reputed computer training institute established with the prime objective of offering quality education in the field of Computer Science for students of all age groups. Our classes are designed in the most customized manner to suit the diverse requirements of students. We are equipped with all the latest facilities and infrastructure making us one of the popular educational institutes. All the classes are conducted by well qualified trainers having several years of professional experience."
Prerna Education Centre                  ,N/A,N/A,Tri Nagar,"2094, Main Road, Kanhaiya Nagar, Tri Nagar Near Kohl Depot, Delhi",Delhi,110035,India,,Basic Computer,"
	Prerna Education Centre is a well reputed Computer training institute offering training programs in various Basic Computer courses. All our trainers are well experienced and aware of numerous teaching techniques that they use in the classroom. Our group classes are conducted in small batches so that the learning needs of each student is properly met."
Csg Institute                  ,N/A,N/A,Rohini,"D-14/20, Ayodhya Chowk, Rohini, Delhi",Delhi,110085,India,,Basic Computer,"
	CSG Institute stands as one of the latest learning innovations in education is the evolution of Computer classes. At CSG Institute, we understand the required need and importance. We offer a wide range of Computer courses which help increase the accessibility of skills and career training. We take advantage of innovation in learning by providing students, looking for career skills, with the best professionals and solid study material to back them up, along with the most pocket-friendly fee structure."
Sanskaram Childrens Club                  ,N/A,N/A,Vivek Vihar,"C-184, Ashoka Niketan, Master Somnath Marg, Vivek Vihar, Delhi",Delhi,110095,India,,"Singing, Western Dance, Arts & Crafts","
	Sanskaram Childrens Club works with the prime objective to transform future generation into good human being which would be well developed physically, vitally, mentally, intellectually, socially and spiritually. We enable them to face the challenges of life courageously and live an exemplary and ideal life in harmony with the society and nature. Sanskaram Vatika can be described as a modern learning Centre facilitating and assisting young children in their Character Building and Integrated Harmonious Development, in eradicating their Negative. Mental Tendencies, and imbibing human values through process of Sanskar and simultaneously laying the foundation of their modern education."
Daksh                  ,N/A,N/A,Pitampura,"Sector 11, Pitampura, Delhi",Delhi,110092,India,,"Arts & Crafts, Drawing & Painting","

		Structured training sessions. 

		Group as well as private sessions. 

		Small batches. 

		Experienced faculties.
"
Bharat Sports Management Group                  ,N/A,N/A,Preet Vihar,"S-79, Preet Vihar, Delhi",Delhi,110067,India,,"Arts & Crafts, Drawing & Painting","
	Bharat Sports Management Group offers group learning sessions in a wide range of program in Art and Craft classes, Physical Fitness classes, clay modelling, paper craft, quilling. Our experienced and dedicated team of trainers maintain up-to-date subject knowledge and researching new topic areas, resources and teaching method. Our primary goal is to instill confidence with simple, and thorough explanations of various principles in that strand to include relative criterion."
Sur Noopur                  ,N/A,N/A,Green Park,"P-4/32 A, Dlf Phase- I I, Gurgaon, India",Delhi,110025,India,,"Guitar, Instrumental, Keyboard, Singing, Kathak, Western Dance, Arts & Crafts, Drawing & Painting","
	Sur Noopur is a reputed institute of Music and Dance, dedicated to the cause of Indian Classical Music came into being at New Delhi. We provide a wide range of courses and also examinations in Vocal Music, Instrumental Music and Indian Classical Dance. We conduct classes for all age groups and has designed various flexi modules to make performing arts accessible to a larger audience. We offer individual classes, duet classes, group classes as well as weekend classes according to the preference of the Students."
Pragyan Institute For Education                  ,N/A,N/A,Munirka,"253 B/1, Rama Market, Nelson Mandela Marg, Munirka, Delhi",Delhi,110024,India,,Cooking & Baking,"
	Pragyan Institute for Education was started with the sole purpose of providing quality academic solutions for everyone. We aim to make education easily approachable and affordable for each and in individuals. We offer a wide range of courses such as Art and Craft classes for children as well as English Language Training and also teacher's training. We are fully committed towards fulfilling the unique requirements of the students. All our courses and curriculum are designed in a manner that brings out the hidden potential and creativity of the students."
Room To Grow                  ,N/A,N/A,New Friends Colony,"K185/1, Surya Plaza Building, 2nd Floor, New Friends Colony, Delhi",Delhi,110027,India,,"Instrumental, Singing, Western Dance, Arts & Crafts","
	Room to Grow offers a wide range of creative classes in areas like Art and Craft classes, Musical Instrument classes, Singing classes, Western Dance classes, Origami for children between the age group of 7 to 13. We arrange both individual as well as group training sessions based on the requirements of the students. The group classes are conducted in small batches so that the learning needs of each student is properly met."
Megha Arts                  ,N/A,N/A,Lajpat Nagar,"C-4, Lajpat Nagar",Delhi,110032,India,,Arts & Crafts,"
	At Megha Arts we offer a wide range of Art, Craft and designing programs that are particularly developed in a manner to bring out the creativity hidden in individuals. The classes are designed and customized based on the requirements of the students."
Mother Montessori Play School                  ,N/A,N/A,Subhash Nagar,"WZ, 70-A, Meenakshi Garden, Subhash Nagar",Delhi,110085,India,,Arts & Crafts,"
	Your child will provide all the care and training for their holistic development."
Dance 24                  ,N/A,N/A,Shahdara,"U-6, Navin Shahdara Near Shani Mandir",Delhi,110065,India,,"Western Dance, Arts & Crafts",Attention to each student.
Gayatri Nari Sansthan                  ,N/A,N/A,Rohini,"177, 1st Floor, Pocket-17, Sector-24, Rohini Near Sovereign School",Delhi,110085,India,,"Western Dance, Arts & Crafts, Cooking & Baking",Well designed programmes with attention to each students progress.
Chuckkle Kids                  ,N/A,N/A,East Of Kailash,"No. B - 134, East Of Kailash",Delhi,110092,India,,Arts & Crafts,Friendly and experienced teachers. Regular evaluation of progress.
Fine Arts Academy                  ,N/A,N/A,Rohini,"D - 7222 Sector 6, Rohini",Delhi,110065,India,,"Arts & Crafts, Drawing & Painting",Well trained and competent teachers provide attention to each students welfare.
Universal Talent Academy                  ,N/A,N/A,Yojna Vihar,"Plot No.2, Near Kidzee School, Savita Vihar, Near Yojana VIhar Market",Delhi,110015,India,,"Western Dance, Arts & Crafts",State of the art infrastructure and feedback to guardian.
Kids Gym                  ,N/A,N/A,East Of Kailash,"Flat No. 337, 7th Floor, Tower I, Mount Kailash, East Of Kailash",Delhi,110092,India,,"Western Dance, Arts & Crafts",Comprehensive care for all round development of every child.
Euro Kids                  ,N/A,N/A,Kirti Nagar,"G-4, Kirti Nagar Near Supas Restaurent",Delhi,110076,India,,Arts & Crafts,Each child is nurtured to bring out their positive qualities to the fore and rectify the weak ones. Regular feedback to Guardian.
Hema Sharma Tuitions                  ,N/A,N/A,Shakarpur,"MB 140, Gali No 5, Shakarpur",Delhi,110027,India,,"Kathak, Arts & Crafts",attention to each child and regular feedback to Guardian.
Creative World Sarita Vihar                  ,N/A,N/A,Sarita Vihaar,"F-435, Behind Main Market",Delhi,110005,India,,Arts & Crafts,Attention to each students progress.
Three Octave Music Academy                  ,N/A,N/A,Subhash Nagar,"D 90, Ajay Enclave, Subhash Nagar",Delhi,110019,India,,"Salsa, Western Dance, Arts & Crafts",Comprehensive care for each student and regular feedback to Guardian.
Meetz Academy                  ,N/A,N/A,Karol Bagh,"53/43, 1st Floor, Ramjas Road Near Ramjas Senior Sec Boys School",Delhi,110015,India,,"Kathak, Western Dance, Arts & Crafts",Programmes are designed to develop the students all areas. Regular feedback to Guardian.
Institute Of Creative Sciences                  ,N/A,N/A,Chittaranjan Park,"H Block. H 1482, 1st Floor, Chittaranjan Park,",Delhi,110015,India,,Architecture (NATA),"
	Institute Of Creative Sciences as an institute prepares you for an entrance preparation studio for architecture design and arts careers."
Rahika Classes                  ,N/A,N/A,Ramesh Nagar,"WZ-43A, Rattan Park",Delhi,110052,India,,"Biology, Chemistry, Mathematics, Physics, Social Studies","
	Rahika Classes as an institute are extremely passionate about education and believe in more than just teaching. We are dedicate to improve the quality of education currently being imparted to student who are about to choose their future careers. We believe in mentor ship and in facilitating our student in taking important career discussion. Our focus, particularly is on training student for a career in the public sector."
Smart Kidz Innovation                  ,N/A,N/A,Mansarovar Park,"Main Market, Mansarovar Garden",Delhi,110045,India,,"Instrumental, Arts & Crafts","
	Full facilities for all round development. Regular feedback to Guardian."
Creative Touch                  ,N/A,N/A,Ashok Vihar,"H Block House No.107
Ashok Vihar Phase 1",Delhi,110022,India,,Arts & Crafts,"
	With the right training and inspiration a child tends to grow into a great person. We provide the best environmnet and training for your child to grow realizing their fullest potential and positive mindset."
Sanskruti School Of Fine Arts                  ,N/A,N/A,Mahavir Enclave,"Sanskruti School Of Fine Arts, Acharya Swami Pranavananda Bhawan, G-66, Mandir Marg, Mahavir Enclave,",Delhi,122001,India,https://www.myprivatetutor.com/userfiles/centers/center145926137215724.jpg,"Arts & Crafts, Drawing & Painting, Summer Camps","
	We are a group of professional artists providing fine art courses and workshops in schools, specially designed for young people, keeping in mind the age level and other requirements of the your budding talents. We give wings to the student dreams and aspiration with our series of value creating classes. Making them equipped with the best in each segment is what we desire. We ensure that students understand not just the concept but also the purpose with which they come to learn. Thus, we have appointed the most professionally experienced personnel as part of our faculty to enable the students learn and enjoy visual art."
Fresh Flower Arrangement                  ,N/A,N/A,R K Puram,R.K. Puram,Delhi,110049,India,,Arts & Crafts,Comprehensive training is provided.
Kala Uditaayan                  ,N/A,N/A,Delhi Gate,"C-513, Sushant Lok-1 Opp Marrot Hotel",Delhi,110075,India,,"Arts & Crafts, Drawing & Painting",Best practice is followed.
Shweta Art Classes                  ,N/A,N/A,South Extension-i,"B-62, South Extension Part 1 Opp. State Bank Of India",Delhi,110051,India,,"Arts & Crafts, Drawing & Painting","
	We are expert at recognizing and nurturing each child strength and weakness. Our training is aimed at making the child skilled and good natured."
Hobby Home                  ,N/A,N/A,Dwarka,"Flat No-15, Pkt-5, Sec- 12 Dwarka Sector-12 Metro Station",Delhi,110075,India,,Arts & Crafts,"
	A second home where you can find your place of fun, friends and many new things to learn !"
Kreative Buddy                  ,N/A,N/A,Gagan Vihar,"F 146, Main Road, Jagatpuri Near Ambedkar Gate",Delhi,462016,India,,Arts & Crafts,"
	Attention to each student and regular feedback to Guardian."
The Rhythm Divine                  ,N/A,N/A,Dwarka,"C- 319, Palam Extension, Ramphal Chowk",Delhi,110051,India,,"Guitar, Instrumental, Keyboard, Singing, Salsa, Western Dance, Arts & Crafts",Learning with fun. Regular feedback to Guardian
Lingosmio                  ,N/A,N/A,Connaught Palace,Bhopal,Delhi,110033,India,https://www.myprivatetutor.com/userfiles/centers/center145924164015720.jpg,"Chinese, English, Hindi, Mandarin, Spanish","
	LingosMio is a digital language learning school which combines digital learning with 1-1 lessons on Skype. LingosMio offers courses in English, Spanish, Hindi and Chinese. Our teachers are native speakers of the language, certified and highly experienced. Our digital courses can be accessed via our website."
Mother Convent Playschool                  ,N/A,N/A,Krishna Nagar,"30, Ram Nagar, Gali Shivkala Mandir, Krishna Nagar",Delhi,110018,India,,Arts & Crafts,Attention to each students progress.
Gyan Vigyan Eduation Service                  ,N/A,N/A,Adarsh Nagar,"C-29, 1st Floor, Nehru Road, Adarsh Nagar",Delhi,110015,India,,Arts & Crafts,Well qualified and friendly teachers.
The Rootlet                  ,N/A,N/A,Tilak Nagar,"105, Mukerjee Park, Tilak Nagar",Delhi,110024,India,,"Western Dance, Arts & Crafts",Complete facilities for the students all round development.
Sai Academy                  ,N/A,N/A,Moti Nagar,"E-37, Basement, Moti Nagar",Delhi,110088,India,,"Western Dance, Arts & Crafts",State of the art infrastructure
Kiddies Corner                  ,N/A,N/A,Lajpat Nagar,"No. 1/23, Double Story, Lajpat Nagar IV",Delhi,110059,India,,"Tabla, Kathak, Western Dance, Arts & Crafts",Effective teaching methods and regular evaluation. Feedback to Guardian.
Pooja Hobby Classes                  ,N/A,N/A,Pitampura,"#56, 2nd Floor, Block TU, Near City Patk",Delhi,110027,India,,"Arts & Crafts, Drawing & Painting",Attention to each student and feedback to Guardian
Robodude Technologies Pvt Ltd                  ,N/A,N/A,Uttam Nagar,"M-30 Shyam Park, Nawada, Near Nawdada Metro Station, Opp. Pillar No. 735, Corporation Bank Road, New Delhi-110059",Delhi,110024,India,,"3D Printing, Coding & Programming, Robotics, Science Projects","
	We at Robodude Technologies Pvt Ltd is committed to provide quality technical education for students and makers."
The Play School                  ,N/A,N/A,Rajouri Garden,"J 152, Rajouri Garden",Delhi,110092,India,,"Western Dance, Arts & Crafts",Complete learning programme with attention to each student. Feedback to Guardian.
Art Spaze                  ,N/A,N/A,Lajpat Nagar,"J-21 , Lajpat Nagar 3 Behind 3cs",Delhi,110024,India,,"Arts & Crafts, Drawing & Painting, Pottery",Grooming and counselling session
Maati Srijan The Clay Studio                  ,N/A,N/A,Madhu Vihar,"C 46 , Papadganj Near Hasanpur Depot, Madhu Vihar, Nearest Metro Station: Preet Vihar",Delhi,110030,India,,"Arts & Crafts, Drawing & Painting",Great teachers and effective teaching methods !
P A I P A Pradep Adwania Institute                  ,N/A,N/A,Lajpat Nagar,"C-140, LGF, Dayanand Colony, Lajpat Nagar IV, Near Sapna Cinema RedLight",Delhi,110092,India,,"Instrumental, Western Dance, Arts & Crafts","
	Best Dance Academy Award winner, Pradeep Adwani's Institute for The Performing arts. has been established in the year 1996. The Institute is committed towards furthering creativity, knowledge, pedagogy & performance in Music & Dance."
Earth Child Pottery Studio                  ,N/A,N/A,Mehrauli,"Andheriamor, Near Nature Bazaar",Delhi,110024,India,,"Arts & Crafts, Pottery",Classes are meant for holistic development.
Divya Academy                  ,N/A,N/A,Lakshmi Nagar,"D-223, 3rd Floor, Laxmi Chambers, Above Aditya Raj Jewellers, Opp. Gate No 5, Laxmi Nagar",Delhi,110070,India,,"CA - CPT, CA - IPCC","
	We are a specialized institute, training young CA aspirants in CA-CPT / IPCC. Equipped with best training infrastructure and an experienced faculty (over 10 years of experience), Divya Academy offers the best and the brightest students their chance to become the future CAs."
The Art Station                  ,N/A,N/A,Lajpat Nagar,"B-22, First Floor Behind Moolchand Hospital",Delhi,110017,India,,Arts & Crafts,"
	Enjoy your time at our Art station. Learn many things while having fun !"
Shuchi Krishan Arts                  ,N/A,N/A,Vasant Kunj,Mahavir Jayanti Marg Beside Vasant Square Mall,Delhi,110048,India,,Arts & Crafts,"Individual care, regular evaluation and fair practice."
Savis Day Care Tuition And Dance                  ,N/A,N/A,Delhi Cantt,"A-298, 2nd Floor, Shivalik Near Geetanjali Saloon",Delhi,110049,India,,"Creative dance, Arts & Crafts, Pottery","
	Let your child engage in constructive activities in their free hours. We nurture each child for their best all round development."
Sanayan Coaching Centre                  ,N/A,N/A,Kailash Colony,"Hs- 21 , Kailash Colony Market Opp Temple",Delhi,110075,India,,Arts & Crafts,"
	You will love this place for sure !"
Sunita Tandon Art Classes                  ,N/A,N/A,Green Park,"Flat No 12 2nd Flr, Gate No 7, SFS Dda Flats Gulmohar Enclave Near Usuf Sarai Shopping Complex, Near NIFT",Delhi,110076,India,,Arts & Crafts,"
	Dont get bored ! Join our classes where each moment is filled with happy activities that will increase your talents !"
Synergy Educator                  ,N/A,N/A,Dwarka,"Flat No - 322, Sector - 19, Pocket - 2, Dwarka",Delhi,110047,India,,Arts & Crafts,Regular evaluation of improvement. Feedback to Guardian.
Marigolds Play School                  ,N/A,N/A,Sarita Vihaar,"C-235, Ground Floor, Near Shani Mandir",Delhi,110027,India,,"Arts & Crafts, Drawing & Painting",Each students welfare is take care of. Feedback to Guardian.
Murti Arts Academy                  ,N/A,N/A,Chattarpur,"D 20/ A, Chattarpur Enclave, Phase I, 100 Futa Road",Delhi,110025,India,,"Arts & Crafts, Drawing & Painting, Photography, Pottery","
	Attention to each students welfare and holistic improvement."
Fun N Food                  ,N/A,N/A,Rajouri Garden,"122 A, L I G Flats",Delhi,110017,India,,"Arts & Crafts, Cooking & Baking",We take care of the students holistic development.
